Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
CREDIT,02/07/2025,"ORIG CO NAME:TUFTS ASSOCIATED       ORIG ID:4800721489 DESC DATE:250204 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000026485687 EED:250207   IND ID:                             IND NAME:BOODAH INC                 TRN*1*71183050*1042674079\ TRN: 0386485687TC",7089.74,ACH_CREDIT,30788.07,,
DEBIT,02/06/2025,"ORIG CO NAME:CAPITAL ONE            ORIG ID:9279744380 DESC DATE:250206 CO ENTRY DESCR:MOBILE PMTSEC:CCD    TRACE#:021000022900238 EED:250206   IND ID:42RW9CUHAMS3RPC              IND NAME:COLLEEN GALLICCHIO TRN: 0372900238TC",-5000.00,ACH_DEBIT,23698.33,,
DEBIT,02/06/2025,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:250205 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001039013150 EED:250206   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 0379013150TC",-1.03,ACH_DEBIT,28698.33,,
DEBIT,02/06/2025,"ORIG CO NAME:EVERSOURCE             ORIG ID:1202042013 DESC DATE:FEB 25 CO ENTRY DESCR:WEB_PAY   SEC:WEB    TRACE#:111000026527726 EED:250206   IND ID:75519205011625               IND NAME:COLLEEN GALLICCHIO TRN: 0376527726TC",-21.00,ACH_DEBIT,28699.36,,
CREDIT,02/06/2025,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:250205 CO ENTRY DESCR:MRCHNTSRVSSEC:CCD    TRACE#:041001035709187 EED:250206   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 0375709187TC",90.00,ACH_CREDIT,28720.36,,
CREDIT,02/06/2025,"ORIG CO NAME:AETNA A04              ORIG ID:1066033492 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:031100204473415 EED:250206   IND ID:1104390525                   IND NAME:BOODAH INC                 TRN*1*825034000074891*1066033492\ TRN: 0374473415TC",114.08,ACH_CREDIT,28630.36,,
CREDIT,02/06/2025,"ORIG CO NAME:PAY PLUS               ORIG ID:9391995276 DESC DATE:250206 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:021000025946270 EED:250206   IND ID:825169916                    IND NAME:COLLEEN LONG GALLACCHI     TRN*1*616263177*1391995276\                                                       PPSACCOUNT TRN: 0375946270TC",201.96,ACH_CREDIT,28516.28,,
CREDIT,02/06/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014961998 EED:250206   IND ID:ST-C1F8S0X9J5L9              IND NAME:BOODAH INC TRN: 0374961998TC",567.22,ACH_CREDIT,28314.32,,
CREDIT,02/06/2025,"ORIG CO NAME:MBHP Behav Z Val       ORIG ID:1043307857 DESC DATE:250204 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000024475520 EED:250206   IND ID:                             IND NAME:BOODAH INC                 TRN*1*0002189267*1541414194\ TRN: 0374475520TC",649.84,ACH_CREDIT,27747.10,,
CREDIT,02/06/2025,"ORIG CO NAME:Carelon Behav Z        ORIG ID:2043324848 DESC DATE:250205 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:011500125673802 EED:250206   IND ID:                             IND NAME:BOODAH INC                 TRN*1*8094702*1043324848\ TRN: 0375673802TC",1328.87,ACH_CREDIT,27097.26,,
CREDIT,02/06/2025,"ORIG CO NAME:Carelon Behav Z        ORIG ID:2043324848 DESC DATE:250205 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:011500125673804 EED:250206   IND ID:                             IND NAME:BOODAH INC                 TRN*1*8099557*1043324848\ TRN: 0375673804TC",2657.74,ACH_CREDIT,25768.39,,
DEBIT,02/05/2025,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:250204 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001036272780 EED:250205   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 0366272780TC",-2.91,ACH_DEBIT,23110.65,,
DEBIT,02/05/2025,"Zelle payment to Cindy JPM99ax67bso",-450.00,CHASE_TO_PARTNERFI,23113.56,,
DEBIT,02/05/2025,"ORIG CO NAME:PAYPAL                 ORIG ID:PAYPALSI77 DESC DATE:250204 CO ENTRY DESCR:INST XFER SEC:WEB    TRACE#:091000015593089 EED:250205   IND ID:WALMART COM                  IND NAME:BOODAH  INC                                                                                                  INSTANT TRANSFER TRN: 0365593089TC",-14.40,MISC_DEBIT,23563.56,,
DEBIT,02/05/2025,"ORIG CO NAME:PAYPAL                 ORIG ID:PAYPALSI77 DESC DATE:250204 CO ENTRY DESCR:INST XFER SEC:WEB    TRACE#:091000015603415 EED:250205   IND ID:WALMART COM                  IND NAME:BOODAH  INC                                                                                                  INSTANT TRANSFER TRN: 0365603415TC",-269.15,MISC_DEBIT,23577.96,,
DEBIT,02/05/2025,"ORIG CO NAME:EVERSOURCE             ORIG ID:1202042013 DESC DATE:FEB 25 CO ENTRY DESCR:WEB_PAY   SEC:WEB    TRACE#:111000027085927 EED:250205   IND ID:75508608011625               IND NAME:COLLEEN GALLICCHIO TRN: 0367085927TC",-319.85,ACH_DEBIT,23847.11,,
CREDIT,02/05/2025,"ORIG CO NAME:PAYPAL                 ORIG ID:PAYPALSD11 DESC DATE:250204 CO ENTRY DESCR:TRANSFER  SEC:PPD    TRACE#:091000015342617 EED:250205   IND ID:                             IND NAME:BOODAH  INC TRN: 0365342617TC",4.50,MISC_CREDIT,24166.96,,
CREDIT,02/05/2025,"ORIG CO NAME:PAYPAL                 ORIG ID:PAYPALSD11 DESC DATE:250204 CO ENTRY DESCR:TRANSFER  SEC:PPD    TRACE#:091000015342610 EED:250205   IND ID:                             IND NAME:BOODAH  INC TRN: 0365342610TC",9.83,MISC_CREDIT,24162.46,,
CREDIT,02/05/2025,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:250204 CO ENTRY DESCR:MRCHNTSRVSSEC:CCD    TRACE#:041001035817759 EED:250205   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 0365817759TC",20.00,ACH_CREDIT,24152.63,,
CREDIT,02/05/2025,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384876871636 EED:250205   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*25031B1000011628*1411289245*0 00087726\ TRN: 0366871636TC",122.09,ACH_CREDIT,24132.63,,
CREDIT,02/05/2025,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384876871838 EED:250205   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*25031B1000013594*1411289245*0 00087726\ TRN: 0366871838TC",138.26,ACH_CREDIT,24010.54,,
CREDIT,02/05/2025,"ORIG CO NAME:GEHA UMR               ORIG ID:1440545275 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384876873060 EED:250205   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*CN17428117171475028562952*139 1995276*0000UMR01\ TRN: 0366873060TC",181.96,ACH_CREDIT,23872.28,,
CREDIT,02/05/2025,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384876871932 EED:250205   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*25031B1000013682*1411289245*0 00087726\ TRN: 0366871932TC",276.52,ACH_CREDIT,23690.32,,
CREDIT,02/05/2025,"ORIG CO NAME:BCBS OF MASS           ORIG ID:1041045815 DESC DATE:013125 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:091000017944626 EED:250205   IND ID:741554948                    IND NAME:70020000LMG471             TRN*1*741554948*1041045815\ TRN: 0367944626TC",371.30,ACH_CREDIT,23413.80,,
CREDIT,02/05/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015505071 EED:250205   IND ID:ST-I8Z7L8B7F9E6              IND NAME:BOODAH INC TRN: 0365505071TC",5112.55,ACH_CREDIT,23042.50,,
DEBIT,02/04/2025,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:250203 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001030694178 EED:250204   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 0350694178TC",-0.88,ACH_DEBIT,17929.95,,
DEBIT,02/04/2025,"ORIG CO NAME:Qualifacts Syste       ORIG ID:0000512692 DESC DATE:       CO ENTRY DESCR:VSP*QualifSEC:CCD    TRACE#:096016934466835 EED:250204   IND ID:17268408                     IND NAME:Colleen Gallicchio                                                                                           6153866755 TRN: 0354466835TC",-442.23,ACH_DEBIT,17930.83,,
DEBIT,02/04/2025,"ORIG CO NAME:Qualifacts Syste       ORIG ID:0000512692 DESC DATE:       CO ENTRY DESCR:VSP*QualifSEC:CCD    TRACE#:096016934466833 EED:250204   IND ID:17268249                     IND NAME:Colleen Gallicchio                                                                                           6153866755 TRN: 0354466833TC",-1556.43,ACH_DEBIT,18373.06,,
DEBIT,02/04/2025,"ORIG CO NAME:Innago LLC             ORIG ID:945440567  DESC DATE:       CO ENTRY DESCR:Innago LLCSEC:WEB    TRACE#:273976367415838 EED:250204   IND ID:      IAZMJ88NY              IND NAME:Colleen Long TRN: 0357415838TC",-730.00,ACH_DEBIT,19929.49,,
DEBIT,02/04/2025,"ORIG CO NAME:Innago LLC             ORIG ID:945440567  DESC DATE:       CO ENTRY DESCR:Innago LLCSEC:WEB    TRACE#:273976367415839 EED:250204   IND ID:      I25V9JBVR              IND NAME:Colleen Long TRN: 0357415839TC",-902.00,ACH_DEBIT,20659.49,,
DEBIT,02/04/2025,"ORIG CO NAME:HOOVER AND COMPA       ORIG ID:271714485  DESC DATE:       CO ENTRY DESCR:ACH CollecSEC:CCD    TRACE#:082907271026838 EED:250204   IND ID:757651                       IND NAME:Boodah Psych TRN: 0351026838TC",-935.00,ACH_DEBIT,21561.49,,
DEBIT,02/04/2025,"Online Transfer to CHK ...9759 transaction#: 23610908214 02/04",-2500.00,ACCT_XFER,22496.49,,
CREDIT,02/04/2025,"ORIG CO NAME:Carelon Behav Z        ORIG ID:3043324848 DESC DATE:250131 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:011500121050915 EED:250204   IND ID:                             IND NAME:BOODAH INC                 TRN*1*8093936*1043324848\ TRN: 0351050915TC",125.69,ACH_CREDIT,24996.49,,
CREDIT,02/04/2025,"ORIG CO NAME:MBHP Behav Z Val       ORIG ID:1043307857 DESC DATE:250131 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000021049737 EED:250204   IND ID:                             IND NAME:BOODAH INC                 TRN*1*0002188524*1541414194\ TRN: 0351049737TC",777.37,ACH_CREDIT,24870.80,,
CREDIT,02/04/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018077401 EED:250204   IND ID:ST-H0T2P5W7S9H0              IND NAME:BOODAH INC TRN: 0358077401TC",1414.41,ACH_CREDIT,24093.43,,
DEBIT,02/03/2025,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:250202 CO ENTRY DESCR:FEE       SEC:CCD    TRACE#:041001033310661 EED:250203   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 0343310661TC",-37.00,ACH_DEBIT,22679.02,,
CHECK,02/03/2025,"CHECK 320  ",-200.00,CHECK_PAID,22716.02,320,
DEBIT,02/03/2025,"ORIG CO NAME:PAYPAL                 ORIG ID:PAYPALSI77 DESC DATE:250202 CO ENTRY DESCR:INST XFER SEC:WEB    TRACE#:091000010787314 EED:250203   IND ID:STARBUCKS                    IND NAME:BOODAH  INC                                                                                                  INSTANT TRANSFER TRN: 0340787314TC",-45.00,MISC_DEBIT,22916.02,,
DEBIT,02/03/2025,"ORIG CO NAME:PAYPAL                 ORIG ID:PAYPALSI77 DESC DATE:250201 CO ENTRY DESCR:INST XFER SEC:WEB    TRACE#:091000017522269 EED:250203   IND ID:SPOTIFYUSAI                  IND NAME:BOODAH  INC                                                                                                  INSTANT TRANSFER TRN: 0347522269TC",-19.99,MISC_DEBIT,22961.02,,
DEBIT,02/03/2025,"ORIG CO NAME:VENMO                  ORIG ID:3264681992 DESC DATE:250131 CO ENTRY DESCR:PAYMENT   SEC:WEB    TRACE#:091000011760806 EED:250203   IND ID:1039987516732                IND NAME:COLLEEN GALLICCHIO TRN: 0341760806TC",-80.00,MISC_DEBIT,22981.01,,
CREDIT,02/03/2025,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:250131 CO ENTRY DESCR:MRCHNTSRVSSEC:CCD    TRACE#:041001030465095 EED:250203   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 0340465095TC",150.00,ACH_CREDIT,23061.01,,
CREDIT,02/03/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016372133 EED:250203   IND ID:ST-L6V6I4O9I8G2              IND NAME:BOODAH INC TRN: 0346372133TC",1274.05,ACH_CREDIT,22911.01,,
DEBIT,01/31/2025,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,21636.96,,
DEBIT,01/31/2025,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:250130 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001036161277 EED:250131   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 0316161277TC",-4.65,ACH_DEBIT,21651.96,,
DEBIT,01/31/2025,"Online Payment 23227613862 To Bus Rev Crdt 4002 01/31",-600.00,LOAN_PMT,21656.61,,
DEBIT,01/31/2025,"ORIG CO NAME:INTUIT 52781953        ORIG ID:4462800242 DESC DATE:250131 CO ENTRY DESCR:TAX       SEC:CCD    TRACE#:111000023123692 EED:250131   IND ID:9683333                      IND NAME:BOODAH INC TRN: 0313123692TC",-5337.32,ACH_DEBIT,22256.61,,
DEBIT,01/31/2025,"ORIG CO NAME:INTUIT 50978051        ORIG ID:4462800242 DESC DATE:250131 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000021953620 EED:250131   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 0311953620TC",-20.00,ACH_DEBIT,27593.93,,
DEBIT,01/31/2025,"ORIG CO NAME:PAYPAL                 ORIG ID:PAYPALSI77 DESC DATE:250130 CO ENTRY DESCR:INST XFER SEC:WEB    TRACE#:091000011804775 EED:250131   IND ID:CODINGADVAN                  IND NAME:BOODAH  INC                                                                                                  INSTANT TRANSFER TRN: 0311804775TC",-117.50,MISC_DEBIT,27613.93,,
DEBIT,01/31/2025,"ORIG CO NAME:INTUIT 50970346        ORIG ID:4462800242 DESC DATE:250131 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000021923256 EED:250131   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 0311923256TC",-208.58,ACH_DEBIT,27731.43,,
DEBIT,01/31/2025,"ORIG CO NAME:INTUIT 50970346        ORIG ID:4462800242 DESC DATE:250131 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000021923257 EED:250131   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 0311923257TC",-339.81,ACH_DEBIT,27940.01,,
DEBIT,01/31/2025,"ORIG CO NAME:INTUIT 50978051        ORIG ID:4462800242 DESC DATE:250131 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000021953619 EED:250131   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 0311953619TC",-402.23,ACH_DEBIT,28279.82,,
DEBIT,01/31/2025,"ORIG CO NAME:INTUIT 50862024        ORIG ID:4462800242 DESC DATE:250131 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000021927315 EED:250131   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 0311927315TC",-420.44,ACH_DEBIT,28682.05,,
DEBIT,01/31/2025,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:250131 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000021946823 EED:250131   IND ID:9683333                      IND NAME:BOODAH INC TRN: 0311946823TC",-449.27,ACH_DEBIT,29102.49,,
DEBIT,01/31/2025,"ORIG CO NAME:INTUIT 50970346        ORIG ID:4462800242 DESC DATE:250131 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000021923258 EED:250131   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 0311923258TC",-792.89,ACH_DEBIT,29551.76,,
DEBIT,01/31/2025,"ORIG CO NAME:INTUIT 50970346        ORIG ID:4462800242 DESC DATE:250131 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000021923259 EED:250131   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 0311923259TC",-931.58,ACH_DEBIT,30344.65,,
DEBIT,01/31/2025,"ORIG CO NAME:INTUIT 51005662        ORIG ID:4462800242 DESC DATE:250131 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000021937453 EED:250131   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 0311937453TC",-974.99,ACH_DEBIT,31276.23,,
DEBIT,01/31/2025,"ORIG CO NAME:INTUIT 50862024        ORIG ID:4462800242 DESC DATE:250131 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000021927317 EED:250131   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 0311927317TC",-1008.79,ACH_DEBIT,32251.22,,
DEBIT,01/31/2025,"ORIG CO NAME:INTUIT 50862024        ORIG ID:4462800242 DESC DATE:250131 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000021927313 EED:250131   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 0311927313TC",-1254.83,ACH_DEBIT,33260.01,,
DEBIT,01/31/2025,"ORIG CO NAME:INTUIT 50970346        ORIG ID:4462800242 DESC DATE:250131 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000021923255 EED:250131   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 0311923255TC",-1546.20,ACH_DEBIT,34514.84,,
DEBIT,01/31/2025,"ORIG CO NAME:INTUIT 50862024        ORIG ID:4462800242 DESC DATE:250131 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000021927312 EED:250131   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 0311927312TC",-1675.69,ACH_DEBIT,36061.04,,
DEBIT,01/31/2025,"ORIG CO NAME:INTUIT 50862024        ORIG ID:4462800242 DESC DATE:250131 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000021927314 EED:250131   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 0311927314TC",-1675.91,ACH_DEBIT,37736.73,,
DEBIT,01/31/2025,"ORIG CO NAME:INTUIT 50862024        ORIG ID:4462800242 DESC DATE:250131 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000021927318 EED:250131   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 0311927318TC",-1969.56,ACH_DEBIT,39412.64,,
DEBIT,01/31/2025,"ORIG CO NAME:INTUIT 50862024        ORIG ID:4462800242 DESC DATE:250131 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000021927316 EED:250131   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 0311927316TC",-2042.47,ACH_DEBIT,41382.20,,
DEBIT,01/31/2025,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:250131 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000021946822 EED:250131   IND ID:9683333                      IND NAME:BOODAH INC TRN: 0311946822TC",-2170.00,ACH_DEBIT,43424.67,,
DEBIT,01/31/2025,"Payment to Chase card ending in 1548 01/31",-6000.00,LOAN_PMT,45594.67,,
CREDIT,01/31/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011379271 EED:250131   IND ID:ST-I3H8I8B5W9J4              IND NAME:BOODAH INC TRN: 0311379271TC",930.36,ACH_CREDIT,51594.67,,
CREDIT,01/31/2025,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384872199647 EED:250131   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*25028B1000013081*1411289245*0 00087726\ TRN: 0312199647TC",1193.99,ACH_CREDIT,50664.31,,
CREDIT,01/31/2025,"ORIG CO NAME:HPHC EFT CLEARI        ORIG ID:8042452600 DESC DATE:250129 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:051000010002363 EED:250131   IND ID:                             IND NAME:BOODAH INC                 TRN*1*502416513*1042452600*HPHC\ TRN: 0310002363TC",1284.89,ACH_CREDIT,49470.32,,
DEBIT,01/30/2025,"ORIG CO NAME:VENMO                  ORIG ID:3264681992 DESC DATE:250129 CO ENTRY DESCR:PAYMENT   SEC:WEB    TRACE#:091000013972154 EED:250130   IND ID:1039945104478                IND NAME:COLLEEN GALLICCHIO TRN: 0303972154TC",-500.00,MISC_DEBIT,48185.43,,
CREDIT,01/30/2025,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:250129 CO ENTRY DESCR:MRCHNTSRVSSEC:CCD    TRACE#:041001034353192 EED:250130   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 0304353192TC",5.00,ACH_CREDIT,48685.43,,
CREDIT,01/30/2025,"ORIG CO NAME:AETNA A04              ORIG ID:1066033492 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:031100205476478 EED:250130   IND ID:1104390525                   IND NAME:BOODAH INC                 TRN*1*825027000162669*1066033492\ TRN: 0305476478TC",114.08,ACH_CREDIT,48680.43,,
